example_id,text,label
f87615f9613b5c9a483bfa9cdcc1cfe2,resist pelosi calls out the white house for an outrageous breach of the fbis independence $url$,0
7a41403cce33935c77a0a3d175f02c38,cryptocurrencymining malware cashes in on nsa eloit that enabled wannacry naked security $url$,1
12573de3b112dc7deeda5914f27abd11,network security breach could cost your business 5600minute ways to protect your network $url$,0
1efe01366808c84c6ea30fa7593b5bd5,internally debated for while whether or not it would be worth shutting off the server and faking dos tbh url8,0
85ad2111a33f2889f058e8e397cce890,when clicked on the link they tried to get me to download malware most likely an add but bleeps,0
6eda5f008c89c2b1de2090ded2f7a9c7,financial vulnerability of indebted households to rise with rates pbo $url$ globe mail news,0
064a4d81df8167809a292e64e72ebc67,research suggests genetic vulnerability that makes some people more likely to develop depression $url$,0
edb5eea81dd4465b3bb24d638aacd894,the unity of romance the romance of unity,0
c9a67c9a7b790cfc9f76e85ab47566b2,watch out for invoice emails that include encrypted word docs $url$ infosec email phishing,1
87d196f986c440c1298e160c4fdc22ae,believe in the reality that creativity is vulnerability and it s fearless people who serve the creator ought to be the most creative,0
65711b878ff89570de899d8587b0cdd5,cyberreconnaissance malware bugging computers in ukraine $url$,1
82bf028763b41e11d530af03f67d4084,securityfocus vuln easy file sharing ftp server cve20176510 directory traversal vulnerability $url$,1
53c80c3e22957938939d05176a15c88f,Hackers Allegedly Hijack Drone After Massive Breach at NASA: $URL$,1
a977df97b69a16951c28eb90fe5f199b,spy chf daily r3 breach alert 10446 url00,0
4e22596be7d5a64b5eb48ae7750cb421,think your startup is immune to malware attack might be time to reconsider $url$ infosec cybersecurity insurance,0
7c1f63a46a86d08bbbf2f1a752f2debf,nicehash suffers security breach around 70 million in bitcoin stolen urld,1
e25d46afba3a23cc402bfd314bb42416,has anyone else been getting massive amounts of shady phishing calls recently think trump gives them pass to be as shady as possible,0
c1d6b30e24ee6fc5ac933fea74cca1cf,in huge breach of trust deidentified medical history data from millions of australians can be matched to individuals url2,1
ae983cbbab55c1f85ac11d98b1de4921,$mention$ retailers took an average of 197 days to detect data breach in 2015 $url$,0
72298aa520bb5dcef0c96d64a9b2ab0c,vodafone selected for gcsb s cortex malware disruption pilot $url$ $url$,1
18f0654137fd8e6b2cef02769d04457c,yahoo must face litigation by breach victims federal judge rules $url$,0
1fe4c469425ba36a7ae8f4e5f0b50251,1m wordpress sites eed by plugin vulnerability via $mention$ $url$,1
7de8434759eaf9649a6e253639ec4684,Our Ddos service! Please use the grardstresser! $URL$,0
d87fd32d64ec455c57db139a322f108c,$mention$ rt $mention$ resurgent malware attack targets mongodb installations $url$,1
3299398b1e1f790a2234d42abd9600ed,ways to spot spam phishing emails via swaggrabber the spamphishingemails coming out these urlu,0
fac942cc9749740cbd0235e9525eaff7,thousands of pcs infected with cryptocurrency mining software using same vulnerability as wannacry liliputing $url$,1
2b374ffa97da301faf71d8ebeb3ff894,250 million windows pcs infected by malware wave spreading now $url$,1
3348f826b64eda911cf659078658d341,its all for profit all the proxy sites the bizarre content the repeated content over multiple sites the botnet retweeting the links,0
1cfb8a3ae1277e013c1c66e68c2dc0f0,healthcare is eeriencing lot of pressure from cybercriminals through indiscriminate as well as targeted malware attacks $url$,1
611bd889c6f41d6e80ded8d2b1b78485,check out highlights from our latest ddos trends report in this infographic pin this $url$,0
56801e8965d580b24800f7631b6d4fe3,find out if you have an email account that has been compromised in data breach with this web tool $url$,0
02c59ae42709dbd2dfbcd39b77dfa1de,equifax data breach do 15 minute cybersecurity makeover usa today $url$,1
a957069fa0f3cb16479ed0166e7d7fc5,cyber attack latest evidence indicates phishing emails not to blame for global hack url0 via $mention$ $url$,1
f4869aba006fce6dd95bac952fffbc08,do nt care what phishing bait they use if there s chance my printer will work im in,0
18a87637e72e60b473986f47340ec05d,equifax blames eloited webserver software for data breach url2,1
e773fbe575a55ca83a7ba4359234dd03,added video to $mention$ playlist $url$ custom maps scp containment breach 35,0
66d40c1c9e8b60101e948561b3f39901,applesupport syasya07 looks like phishing attempt this should help $url$,0
4ecb5c95847774d0f046e7c462218b69,$mention$ eu box 686 been getting ddos d since the 31st several baby dino s have died and the event is useless for us with the dos,0
e37fadaa0fb5dd8418a8c2ed429cec57,proofpoint launches digital risk defense first to extend integrated phishing and fraud defense across critical digihttpsurl,1
6590d020174853c3f8944068f69de75d,apple s ios 103 fixes flaw used in accidental ddos attack on 911 call system $url$,1
65a1ac2c6e29222b09bd183937dfc19e,$mention$ hate you lol rt $mention$ begging definitely hustling to yall unless you african then it s email phishing,0
906cab705360cc5b92b1c71db311f2ca,the secured internet of things can be used to launch massive botnet attacks threatening major websites and organizations abanatsec,0
dd2e8beac8a35a2d84442edcf92d7266,another sweet ddos shot $url$,1
e03dc2eeb8e2f3f7f47279218d2c4c1a,infosec hacking malware url12,0
c5f5bc982b099eea800b5d2c233a8629,digitalshadows mirai iot botnet coauthors plead guilty $url$ watch video of our annasenpaiogememes research findings referenced by briankrebs earlier this year url2,1
9846bdbbd168083820c8b904eb8b76dc,oops ll read asap is portable versions of ccleaner affected by this ie is ccleaner itself changed to malware or only setup tx,0
f97530ff2978c16e58c828e3a60bd7dc,workingdogmagazine tripwiretraining tripwire tripwireoperationsgroup bravo3 breach bite $url$,0
7a1d5eb0858ddbadbe91ea2599eb2f13,previously unseen malware behind cyberattack against uk s biggest hospital group $url$ hipaa malware infosec ciso,1
d13af2d1a6a43f5c8ac7e58834695922,elfimeij new linux malware is spreading in the wild $url$,1
bb174ecdb3e42383a10481e17378fd27,australia finally gets data breach notification laws $url$,1
9d66dcd3134493f9460b2abac3b9ea71,rebel entrepreneur episode corey blake vulnerability is sexy $url$ via $mention$,0
3be28dd33d5cd5a0f53d98e28936ae1b,Debit card breach: Hitachi owns up to systems $URL$C #SecurityRisks #anticorruption #corruption #Hitachi #$URL$,1
82a1d4336ddbbe7816f010375fc02525,check out this infographic on the topclicked phishing emails it s great way to help plan your phishing campaigns for maximum immunization $url$,0
71e559431a2e9ea988c97f0abd6abffc,lay has had confirmed promotions in china before sm decide the time of comeback they ca nt breach why do nt you say sm knew he s schedule,0
c81e2d4cbc48b62f606cf94bad84c834,depends real origin is hard to define we know cia is huge malware maker often signing as russians infosec should start being serious,0
16277a8678d6676cbd933a2c168863f5,now there is talk of leaving the european court of human rights with brexit this would be breach of human rights $mention$,0
88173f54e71b57cce0ff72c9b8245998,google discloses unpatched microsoft vulnerability url010 microsoft mentionurl,0
bba34fa6f2025296a9610ac2d28f6c75,further indications of chaos in wh kelly consolidating power or at least tightening up the ship was nearly security breach according to all reports long time trump confidant with grudge immediately on the talk show circuit amid the mueller investigation,0
78a25f14dfd0af425070f7bd5a55cf16,agreed just do nt people giving out url s for malware or viruses,0
7a0e5c69c8813736a31b2086b1176336,$mention$ need to revisit their core values complaint handling is joke and must breach so much regulation,0
f76fb11647c24d841bac900555e5ac82,the biggest culprit for the chain s decline is the 2012 data breach which caused millions in losses the second is the failed canadian push,0
03ef422804cb6902d8157aff89635559,white house reportedly in state of borderline chaos $url$ via $mention$ world s nations see vulnerability,0
82a1f2d8c07ab6c51d2d3820cd5319be,ontheblog love feels like soft calm rushes of elation tensioned release muscles relaxing it exhales into vulnerability $url$,0
026154e7a7569f21ee5873f41b048058,mount pleasant hit by email phishing attack $url$,1
db80b614129b3ac5ecdb87a2c8be2350,move over stuxnet industroyer malware linked to kiev blackouts $url$ via $mention$,1
fb8fd62cbfb9236c691345f17dfd9bba,online security breach can cost bank 175 million kaspersky $url$ security,1
4d6ab59dd1fdb82c454f4ac093900e34,new bluetooth vulnerability can be eloited to silently hack android phones $url$ $url$,1
5ce1b84c8eb5441a6426fd33aed4547e,quick overview on petya notpetya ransomware $url$ malware cybersecurity infosec $url$,0
94f0f518ce5a9c87c2054e8a220284ff,trojanized facebook lite steals info installs apps cybersecurity infosec malware facebook $mention$ $url$,1
9c8886e0f2d6aee41a81fd6a3b3b8c12,fixing prototype override protection bypass vulnerability in qs by $mention$ $url$ javascript via $mention$,1
af2f5e31adaea186fddbeb3fec3691da,yes ddos sorry for that,0
1b08f19349f2d3bff58a45c040064ce0,hackers breach github repository for bitcoin gold windows wallet $url$ security infosec cybersecurity privacy cyberattack,1
3567a65e9bb9dd58ae33d1a0b4f47c14,$mention$ dearmrpresident indiscreet donald bleeps off the cuff in israel to try to excuse himself from russian classified info breach,0
034299aef5c1805bd8f2bd2ccf5fe70d,malware new brickerbot malware attack kills secured internet of things devices digital trends urldu,1
e23c41bfb03f3750aef685ace53b5672,$mention$ rachel quoting the greatest attorney ever to step foot in alabama about roy moore everything that guy just said is bullshxt thankyou vincent laguardia gambini,0
ca8ebe012f17bc0f200bf0c8750c8693,gover says neglect of duty has never been part of canadian law or breach of trust charge cbctb tbay,0
0e59c2fc7c9da2bf601d20a84d6f0c93,it looks like that s to report phishing scam you were eed to using hootsuite,0
80e9b06406690cb802969fbaee7db606,the best way to handle the latest data breach is idshield $url$ $url$ $url$,0
3b863cbeeae0a95670b1eea16ec296f4,google is fighting massive android malware outbreak up to 21 million victims forbes rss news feed search malware september 14 201,1
b683fa717dd91ce3fed0f3331541bf30,#Quttera #WordPress #malware scanner 3.0.6.51 Added new malware samples detection $URL$ $URL$ #security,0
73555502ee333f7b6df19ba7ba47ba8d,seriously equifax why the credit agencys breach means regulation is needed $url$ tech nytimes,0
14f74de0309f7f999d05aa16b8f05c62,thanks to that lovely equifax breach found out my id might have been stolen years ago fml,0
ee8c5664460f1ab88301954e38028720,patch your systems $mention$ has released an emergency security update for critical remote code execution rce vulnerability in its malware protection engine $url$ $mention$ mentionurlu,1
32e0bc097588eabac16490b51d6ee00a,vulnerability on meedoeninarnhemnl on hold for coordinated disclosure $url$ $url$,1
b068da2b599e7a3fd0298c7667f0fa9b,menlo security secures 40 million series to keep malware at bay $url$,1
2c74e9daf30a2a38e6fd5bbaced05e33,vulnerability announcement dirty cow cve20165195 hosting urlu $url$,0
a99ca4551e42364765cefb99841a50ab,security recruiter directory cso online cybersecurity cyberattack technews hacker cybercrime hackernews attack devsecops malware ransomware dos $url$,0
ac2e6319384fd68178b36b9de4182a8d,me waiting for dd friday so can toss all the shit got planned at my $url$,0
633d4df41e0102f0c61b4623024ecb30,be careful when judging breach victims understand comprehensive view how to measure it $mention$ $mention$ $mention$,0
890d4a0a1036c14b501fd5bd3e1f56a1,phishing skid inr404 at gmail not all domains currently active $url$ $mention$,0
9999a5d307bab109c6312b9723c81e37,leveraging improper channel callback shutdown local users kernel daemon nfsv4 linux kernel cve20179059 patch vulnerability,0
9e1892eceb7c9d2aecd1374e91a8eccc,14m affected in data breach at illinois employmentdepartment $url$,1
b327c77c5f9a80a5280be564d7178454,security company foxit reveals details mitm attack they suffered in september dutch it security consultancyservice provider foxit has revealed on thursday that it has suffered security breach which resulted in some files and emails sent by the url0,1
47b2f0a4f68f3a822a378e1712791ddb,retweeted aap ka vikram $mention$ $url$ vulnerability of evms eed again with this urlu,0
7ed0442ae53ee8bd5c984fa6666f54b6,radware rt carlherberger should you pay hackers ransom url010 via quiz radware ransom cyberattack eff breach pri,0
603d9cf769e1099ada886a7c2272cc83,ransomware is type of malware that restricts access to user data by encrypting the files on an infected computer $url$,0
c71368985386a39785486d2d3587f62b,the equifax data breach shows the limitations of how our data is stored $url$,0
c2c0392de19b4be4d166a5c95c966015,once more unto the breach dear friends once more norbury,0
d1305b1968448ea61503c54b8efd6db4,d fuck the one on the right,0
3337288981aef6e96f5d359f64847f55,$mention$ releasing sweet sound this morning absolutely love the honesty and vulnerability in $url$,0
dd097c5469bfddab9b8214e4b6474738,@1_TMF_ Time for class action lawsuit for breach of pledge of office? Criminal charges for international interference?,0
b31623a5a82e594d7b1c716ceda14ddd,blockchain could help fix iot security after ddos attack url90 by $mention$ via $mention$ iotsecurity $url$,1
4db2df56af4c0c070ec4741196a009d4,showdown prepping enterprise security for ddosbotnets $url$,0
bec6848f0c5971921e51fac970ea1a3b,WordPress REST API Vulnerability $URL$d #thexeon,0
3a68a71d9f74551a5e0ec4c42120e46d,very unfortunate stories to come from equifax data breach security eertsays $url$,0
5da10c777108af88efc3d4428ca31794,report cybersecurity malaysia in asia pacific drill to combat ddos attacks mis asia $url$ asiapacific,1
05de4142be433901b231bd92d0ba54b1,heres positive from bennelong watch malware die little as alexander shows who he really is url2,0
b525f6e5d368c1e50a9c3e6fcf16a4bd,tnp details of 850 personnel stolen in mindef data breach latest singapore news the new paper cybersecurity $url$,1
9c32e10f63434dbbb6c504c126594486,cyberthreat defense report outlines security challenges $url$ infosec report cybersecurity risks breach $url$,0
03af2e6a734aedb9559cb0a9c1732989,the wannacry ransomware malware hit 200 victims in 150 countries due to security holes in older $mention$ osurl,1
af7109ebabd4452035b3c57b22b6b0f7,SCAM ALERT: Coinbase Phishing Trojan Wallet Email Floating Around #bitcoin #blockchain $URL$ $URL$1 #R,1
c55312f41c493e188c8fe95d7e291f81,without vulnerability your message loses power $url$,0
fe5b7b353ce5cc6c5afa6be6831cd958,new blog post ratnerprestia settles breach of contract and fraud disputes over merger urld,0
f2b95166a0b3c15c4d61e0f8f9fe84d4,project reality firmware malware hf $url$ infosec cybersecurity urld,1
81a120385fb39bbca7494a7c51372315,does jersey theft reflect larger security breach yahoo sports $url$ $url$,0
07ba247235a78613ced0949e4bf2f821,embracing vulnerability innovator interview with $mention$ lacy boggs url1 $url$,0
6b313953b41a4c02e3b3f4f6cdc13f89,severe wpa2 vulnerability compromises wifi security $url$ cybersecurity wifisecurity wpa2,1
c2ea72f469d96a4751f0c4c771213184,wannacry ransomware ransomwareattack ransomwarewannacry malware $url$,0
d57dc608396e5989d1097d95b3cb5551,$mention$ profiteering off andy murray charity tickets listings breach consumer law $mention$ $mention$ toutsouthttpsurl,0
6bab4062a079da4dcdd32c0b668da9c4,$mention$ cyber insurance claims what happens when breach occurs $url$,0
0001025f055a68c3174f10c7d8b3bfe1,mirai botnet three admit creating and running attack tool three men admit creating and $url$,1
e4e62f90b71acd38d317b67b664008b0,Symantecs @bc_malware_guy will discuss how to deal with millions of anomalies at #RSAC. Watch a sneak peek here:$URL$0,0
7648491bb5d2625416d2ec71c8e8e5aa,gizmodo went phishing with the trump team will they catch charge $url$,0
a7386594e386b428c0fc37547ae46fdf,the islamic terrorist attack on parliament has led to growing questions about the breach of security with it urlu8,0
a7522f7e0252a6b84ce8d6e5d2f3df7f,is this phishing can someone please confirm,0
2f08da0fdf10dea4c99c322cf987af98,plead guilty in creating botnet used to attack internet doj $url$,0
2d8bcb5554dd938b8006a80ad27d4fce,equifax faces small business class action over data breach $url$,1
47fd506bd6beb40ec77f45220a736505,good insight from $mention$ on the equifax breach $url$,0
c7844e27e47ec098d287187ef7acb5f9,nassembly investigates alleged eatriate quota breach atexnmobil $url$,0
e589345809d810ccd1c01ee9f9f5eb72,why the $mention$ breach might make it harder to buy homeand what you can do $url$ $url$,0
baf7ceec8e08921319862e114ffc0c40,"Invisible' malware hidden in trusted software, infiltrating enterprises worldwide $URL$ via @techrepublic",1
2a9a8363475f95bc8a70f58b705de1f2,fireball malware infects 250 million computers worldwide threatpost $url$,1
46b5bb405bf619d8a2d2723824f03371,equifax breach is staggering 150m affected good luck using my info though with my credit you could nt even buy glass of tap water,0
6732f28b6d3057817edab00191261893,phishing on the rise ceos most likely to be spoofed cybercriminals are shifting tactics and pri socialmedia $url$,1
6664d51a153e87abdeccb68ec993202d,300 irish teachers hit by union breach url881,0
30b5e6301df772b6d9ca08e80c7a5755,vulnerability is calculated as easy prey whilst can appreciate how it can be seen as victim blaming do nt think this is,0
0985590eecb1ba325dbab302543aad0d,texas county outside houston warns of levee breach due to harvey url2,0
f7111274ef414e7249994e34091a606c,$mention$ what are doing about this equifax breach could warrant new regs on personal data $url$,0
41a516b257707ddd558b353e94e9c0b2,new feed three men plead guilty to crimes tied to 2016 botnet attacks reuters former rutgers university student and two other men pleaded guilty to computer crimes related to the creation sale and use of the mirai botnet network of infecte url9,1
11b64355cc8fee7ea4398d2036a8757f,you d presume that if he actually left the embassy he d be arrested on breach of bail conditions though,0
af2848eb0798ccb6c8c50c008f0ec25f,every ship that $mention$ has reviewed has some form of malware on it scary stuff companies must prepare themselves ltw $url$,0
d041093f64b38379b45dc9be7fd7323f,dreamhost web hosting company blames powerful ddos attack for online outages $url$,1
23324992015c62abb65c66d998a187bb,you are never strong enough that you don need help cesar chavez embrace the strength in vulnerability,0
6ea0c53e08b78dae8d90d4c32441affb,content injection vulnerability in wordpress 47 and 471 url1,1
f98b4c364ae59092884dbca681ce535e,infosec hacking vulnerability url2,0
4efa3a48a2b56176019f9acf1a17227e,hackers use thousands of infected android devices in ddos attacks tech cybersecurityhttpurl,1
e49a882f465f6b0002ed41aab1f3d417,assistant health minister david gillespie is fighting attempts to have his business interests scrutinized for whether they breach the constitution auspolhttpsurl,0
4f1ba38174fcba6fa8a016ac945bc6bc,top story data breach hits oklahoma employment site news ok url91 see more $url$,1
d94ac7bf83f2a15d41e267e7a5d81034,justice department attacks global spam botnet afterarrest $url$,0
227e87724ff1e73dade0b074350f7d1f,ddos what you need to know about this type of cyber attack urlu,0
e5c200f8195b7941003100389ef9d25c,russian bank alfa says it was under dns botnet attacks isbuzz news $url$,1
8deaf330c9b31f9a476b0b0dc3471a88,snippet of wannacry ransomware linked to suspected northkorean malware $url$,1
b7d8ea9204576c915686a352e227ad1b,barcelona to sue neymar for breach of contract following 200m move to paris saintgermain $url$,0
4b0bbb4eac55f8a0e41be9dffb86ca88,$url$ fix zlocker ransomware remove zlockerransomware uninstall malware antimalware antivirus delete pcvirus,0
2cfe5b2f1c1a81f73a7a460d76e4f8f0,of course it can be set for automatic updates because new viruses and malware shows up every day if you wanna surf the internet really safe use linux live dvds nothing can be overwritten or changed advantage but disadvantage if you need alot of extras,0
4ea263411a92be1947cacd31f6f3f973,schafer mentions the tweets and says they do not equal breach of office $mention$ zilledebate,0
7c57996d288766d2b77a6c8e8f5cc114,cyberespionage hits manufacturing public sector and education hard cybersecurity malware $url$ via $mention$,1
0a42b6c8a9e91a2d1252eb88a076bc74,vault wikileaks ees cias athena malware hijacks every windows version $url$,0
c39d4b68c39c793267ddc31032c25f12,$mention$ these extensions kill addsmalwarespeed up page loadsreduce bandwidth cap usageenhancer low rez videos save data4 firefoxothers $url$,0
dc008ec64266bc60fae6128432efbbdc,us government denies undermining an investigation into the massive data breach at italian cybersecurity firm hacking team $url$ topnews india,1
08b54a70e0e7df887c129eb37eb1203f,security breach steals tax info for all bloomington public school employees $url$ databreach identitytheft infosec,1
427158099f0eac0f4e7c3705b6220383,stolen nsa malware used to take over traffic cameras $url$,1
46f741a1576fd2b375668ac4a4f68d75,no viruses or malware did nt click on any phishing links bypassed all the security measures had in placewere intercepting my emails because,0
ac8f73ae662edf6f0bbec18d32e7dd6f,the breach por dustin tebbutt de soundhoundhttpurl8,0
b2b9ffc373d5844101dc6bc4182e76e0,phishing prevention startup ironscales lands 65m round ironscales ltd tel avivbased cybersecurity provider this morning announced that it has raised 65 million funding round led by k1 capital management to tackle one of the biggest onlin $url$,0
676f576886fd95ad2191c6e333718310,@chrandinc your website is compromised. chrandinc[.]com/del/tracking2.php #phishing,0
5e180d9f11b10afc9d44e14fdff90c91,layered defense cybersecurity security appsec infosec cyberattacks malware hacking tech cybercrime iot pentest mentionurl,0
6dc79eb73d9b26fad0fedb21ed1c0e1b,Another Fix for St. Jude's Hacker Vulnerability | ZDNet $URL$,1
8d88c3a6a0af156d10bb7d039208b264,how afraid should you be of the perfect storm bigdata breach $url$ analytics tech $url$,0
40dd791ad9ce2b5d186c6df039e1b719,how to protect yourself from that massive equifax breach $url$,0
a84ed0c0ff68a2aa1ffd9d861fac7f22,115 million settlement in massive anthem breach case $url$,1
028c14162712fea6ec0ca66644788054,no if it was work computer it might have been breach of an it use policy but that s it it s private matter as you say noncriminal and this is clearly an attempt to smear him,0
cda74903f46339f236ec003ee8c601ba,"Register for the #demo #webinar: How do Security Operations, Vulnerability and Threat work in ServiceNow $URL$",0
56dd27b0cb0948be2d65f86c9a0833f4,avast reckons ccleaner malware infected 227m users urlc,1
0f8146724314cfac87683c62b82567c0,can nvidia nvda stock breach the 200 mark in near future $url$,0
1b782abd2a9b5cad2e02e322d83b2d31,uber chief security officer fired after massive databreach cover up $url$,0
7cdc3374cce54dfadb0202283439ebac,"A rash of invisible, fileless malware is infecting banks around the globe $URL$ #$URL$",1
0606549af27317e6e3057dad433ceea8,the malware is an adware package that takes complete control of your web browser are you secure urlu,1
a0002f3dcd7b78ddacde7eee2ad0f6d6,attacks heating up against apache struts vulnerability apache administrators are urged to immediately upgra $url$,1
633a451b4e8e20190e3e613ccb14f8e4,the nightmare scenario is here microsoft update mechanism has been used to spread malware $url$ by flame no less,1
8ceca0ee54cb5faa60937a4762b399e4,#KFCBMashinani Educating women on vulnerability of children to harmful content will enhance awareness @EzekielMutua,0
4233b6777cb2372f50f8d6d0a37e4c02,equifax confirms march struts vulnerability behind breach $url$,1
b19b220d00f20a42bf8a4d04b1610c1e,ph comelec faces probe for another possible data breach $url$,0
bff25bede4cba0e03c55905f7c7bfdb6,threat of phishing attacks increases with surge in the value of bitcoin url8u via $mention$,1
b26ade0f559f28826b8c99940d2206b2,$mention$ d like to report phishing attempt sent to me as dm in turkish by $mention$ please see screenshot for more info $url$,0
8cc710dd7a6be8768805be9d43432905,partner perspectives detecting snake malware using cb response $url$ via $mention$ $mention$ infosec $url$,1
53ee3a7daf9a43b6ca723e7b5c56da3b,ddos protection and mitigation market 2017 global industry analysis and forecast $url$,0
e7f5ee6fbbb8b2304ef65babb4673bd7,russian hacking group new world hackers claims it was behind abc news twitter breach $url$,1
1a1cfda6f720fb76f2230131e0408973,new ico blog on gdpr of 59 gdpr setting the record straight on data breach reporting $url$,0
018cb326bcf436b369fb0a86cf07b260,"@KellyannePolls U found it ""heartening"" Trump supports your ethics breach. You are pd by tax payers & your responsibility is 2 obey the law.",0
b69c733d14145b12e6ae64f312fc8dad,you might want to run $url$ free download twitter value has malware passwords at risk,0
47aab13fa8da0309ed52d46fea7d2ad1,The Linux Virtual Server Project: Was This an Early Botnet? $URL$,0
7ae87c9d2a41cf96d0042f77562288e4,another antimalware application $url$,0
b6561dd126eb51d0455e1b71204200ab,judge victims of massive fed data breach out of luck $url$,0
05d5b4478a0f9afd5d6d05c81577a3ed,privacy breach reported brooks brothers $url$ brothers,1
d9d4a48e753160e78309421f95b38ab2,vulnerabilities could unlock brandnew subarus $url$ infosec cybersecurity vulnerabilities malware,0
e17eafff62c75ae2af6eb5b5ac17bb02,$url$ check if you were impacted by the equifax breach,0
6afe6ab8e1164e42ba685cf626ec0e65,how to avoid falling for the w2 phishing scam $url$ via $mention$,0
4f4b5027e0ce6005af184c4fa5d37392,distributed denial of service ddos elained $url$ ddos security $url$,1
a814edcaf5a11b92d4ddc64768600a21,how malicious domain correlation is fueling the fight against phishing in the fight against phishing theres far $url$,0
5e35326a43b4a2be78a1442212a1ec52,google android 404 obtain information vulnerability url11,0
0fd147ddec2a7c9d7fb5828d4e659d32,state of the art seriously equifax why the credit agencys breach means regulation is needed $url$,0
e691de9095f60f26b966ba0ceed95a8b,how is him firing comey breach of the separation of powers,0
b9a5821bcd17bd161fa2f03f1e2b4fbd,ccleaner enthielt malware $url$,0
be2a768010a700143928918c3b45fdab,psa you do nt need to know what malware kill chain is to enjoy this url800,0
3f5b3b185e14ebe9906742b05b9fde72,This 'invisible' memory-based malware is infiltrating organisations across the globe $URL$2 via @ZDNet #security,1
c2a167cb09077ce821ff5afe90699d9e,"Reduce the vulnerability, tap the available human resources, development is the result #KFCBMashinani @EzekielMutua @NellyMuluka @InfoKfcb",0
fc6c51107fa3939aa130ecd2e57f4f5c,lethal crashoverride malware threatens globlal power grid with destruction $url$ twdfamily preppers survival,1
a0bb9a72191bdf8981bbf0df52a37050,$mention$ reports of phishing email targeting $mention$ students seeking unh surname and password wsubject unh alert if you received this delete it if you clicked the link and entered your unh credentials call 6038624242 for immediate assistance,0
0f24d78256040246f1c405437fc0f00e,A New Windows Trojan is spreading #MIRAI malware to hack more #IoT Devices $URL$ #$URL$,1
0e1c8deb3982010cac51f05d05ab7661,research income figures highlight brexit vulnerability $url$,0
84ddb2c0a5d9b6fd9b816b3f32b50440,$mention$ found source of national security breach identified leaker is david laufman of doj $url$,0
3c168d371ec2d738d80535a3c4523025,so much truth love means bearing all of yourself to your partner it s vulnerability plus extreme trust,0
3ff4d2da72ef570212a061b279840f16,interview with wade baker verizon dbir breach costs selling boardrooms on data secu $url$,0
